V1,V2
gene31287,101717987
gene31288,106008089
gene31289,110346594
gene31290,101701489
gene31291,101719239
gene31292,101719595
gene31293,110346595
gene31294,101701837
gene31295,110346590
gene31296,101721605
gene31297,106008091
gene31298,110346582
gene31299,101722774
gene31300,110346583
gene31301,101721951
gene31302,101724309
gene31303,110346580
gene31304,106008095
gene31305,101724657
gene31306,101725026
gene31307,101725661
gene31308,101702189
gene31309,110346587
gene31310,101702537
gene31311,101726026
gene31312,101702888
gene31313,110346577
gene31314,110346585
gene31315,101703247
gene31316,110346584
gene31317,101726396
gene31318,110346578
gene31319,101696987
gene31320,101697611
gene31321,101698228
gene31322,110346610
gene31323,101703591
gene31324,110346616
gene31325,101704552
gene31326,101705283
gene31327,106008107
gene31328,106008097
gene31329,101704911
gene31330,101705652
gene31331,101706021
gene31332,101707946
gene31333,101708197
gene31334,110346598
gene31335,101708537
gene31336,101708769
gene31337,101709150
gene31338,110346602
gene31339,101709505
gene31340,101710204
gene31341,101709846
gene31342,101711167
gene31343,101710803
gene31344,101713340
gene31345,110346609
gene31346,101712851
gene31347,101712493
gene31348,101711904
gene31349,101711531
gene31350,101713696
gene31351,101714855
gene31352,101714505
gene31353,101715215
gene31354,106008105
gene31355,101716146
gene31356,101715805
gene31357,101717078
gene31358,101716728
gene31359,101708651
gene31360,101718798
gene31361,110346599
gene31362,101719366
gene31363,101709015
gene31364,101721120
gene31365,110346597
gene31366,106008103
gene31367,106008104
gene31368,101721479
gene31369,101721834
gene31370,101722424
gene31371,101723710
gene31372,101723353
gene31373,101723002
gene31374,101724072
gene31375,101724429
gene31376,110346615
gene31377,101710081
gene31378,101724778
gene31379,101725151
gene31380,101710436
gene31381,101699929
gene31382,110346604
gene31383,110346603
gene31384,106008108
gene31385,101696735
gene31386,101700288
gene31387,106008109
gene31388,110346606
gene31389,101700650
gene31390,101701490
gene31391,110346612
gene31392,101701838
gene31393,110346601
gene31394,106008106
gene31395,110346600
gene31396,110346607
gene31397,110346614
gene31398,106008096
gene31399,101710805
gene31400,110346608
gene31401,101702650
gene31402,101703024
gene31403,101703365
gene31404,110346611
gene31405,101703729
gene31406,106008099
gene31407,101704338
gene31408,101704681
gene31409,101706483
gene31410,101706848
gene31411,110346629
gene31412,101712260
gene31413,101712608
gene31414,101711168
gene31415,101711532
gene31416,101712156
gene31417,101712494
gene31418,101712852
gene31419,101713939
gene31420,110346631
gene31421,101714736
gene31422,101716609
gene31423,110346656
gene31424,101718324
gene31425,110346645
gene31426,101718680
gene31427,110346625
gene31428,101719723
gene31429,106008111
gene31430,101720295
gene31431,101721121
gene31432,110346643
gene31433,101713343
gene31434,110346649
gene31435,110346638
gene31436,110346639
gene31437,101721480
gene31438,101722067
gene31439,110346642
gene31440,101713698
gene31441,101722884
gene31442,101723232
gene31443,101724311
gene31444,110346658
gene31445,101714050
gene31446,106008112
gene31447,110346657
gene31448,101725152
gene31449,101725535
gene31450,101714390
gene31451,110346635
gene31452,101726150
gene31453,101726515
gene31454,110346654
gene31455,110346653
gene31456,110346630
gene31457,110346644
gene31458,101715453
gene31459,101696377
gene31460,101696620
gene31461,101715808
gene31462,101697854
gene31463,110346640
gene31464,101696988
gene31465,101698230
gene31466,110346627
gene31467,110346651
gene31468,110346650
gene31469,110346632
gene31470,110346633
gene31471,101698614
gene31472,101698980
gene31473,101700410
gene31474,101699564
gene31475,110346655
gene31476,101700773
gene31477,101701129
gene31478,101701965
gene31479,101703593
gene31480,101702538
gene31481,101703971
gene31482,101705390
gene31483,101704553
gene31484,106008117
gene31485,101707353
gene31486,101706743
gene31487,101716148
gene31488,101709152
gene31489,101709506
gene31490,101711787
gene31491,110346652
gene31492,101713107
gene31493,110346634
gene31494,101714628
gene31495,101714981
gene31496,106008119
gene31497,101716254
gene31498,101716842
gene31499,101717869
gene31500,101719240
gene31501,101718903
gene31502,101719596
gene31503,101720419
gene31504,101720995
gene31505,101721356
gene31506,110346622
gene31507,101722312
gene31508,101721709
gene31509,101723354
gene31510,101723952
gene31511,101725029
gene31512,110346618
gene31513,106008114
gene31514,101725906
gene31515,101726764
gene31516,101696621
gene31517,101717189
gene31518,101697979
gene31519,101717538
gene31520,106008113
gene31521,101698982
gene31522,101698357
gene31523,110346623
gene31524,110346619
gene31525,101700051
gene31526,110346620
gene31527,110346621
gene31528,101718561
gene31529,110346624
gene31530,101719242
gene31531,101719953
gene31532,101700910
gene31533,101701493
gene31534,101720297
gene31535,101702313
gene31536,101720660
gene31537,101702890
gene31538,101720997
gene31539,110346636
gene31540,101721358
gene31541,101703730
gene31542,101721711
gene31543,101722069
gene31544,101722426
gene31545,101704340
gene31546,101722776
gene31547,101704683
gene31548,101705028
gene31549,101706367
gene31550,110346628
gene31551,101706744
gene31552,101708080
gene31553,101723465
gene31554,101708425
gene31555,110346647
gene31556,110346637
gene31557,101724546
gene31558,101724896
gene31559,101725272
gene31560,101708770
gene31561,106008115
gene31562,101726028
gene31563,101709380
gene31564,101710439
gene31565,101710808
gene31566,101711171
gene31567,101711535
gene31568,101711907
gene31569,101726766
gene31570,101696623
gene31571,101696866
gene31572,101698232
gene31573,101714857
gene31574,101699105
gene31575,101699340
gene31576,101700412
gene31577,101701628
gene31578,110346664
gene31579,101715217
gene31580,110346663
gene31581,110346665
gene31582,101700775
gene31583,101702192
gene31584,101704100
gene31585,110346662
gene31586,101703731
gene31587,101705392
gene31588,101706629
gene31589,101715918
gene31590,101708893
gene31591,101716256
gene31592,110346666
gene31593,106008122
gene31594,110346670
gene31595,101709263
gene31596,101709507
gene31597,101709847
gene31598,110346669
gene31599,110346660
gene31600,101711665
gene31601,101710564
gene31602,110346667
gene31603,110346668
gene31604,101712496
gene31605,106008120
gene31606,101713587
gene31607,106008123
gene31608,101713234
gene31609,110346661
gene31610,101716611
gene31611,106008121
gene31612,101717300
gene31613,101713941
gene31614,101705285
gene31615,110346683
gene31616,101705654
gene31617,110346688
gene31618,110346681
gene31619,101706746
gene31620,110346689
gene31621,101718326
gene31622,101707472
gene31623,101718682
gene31624,110346674
gene31625,101719021
gene31626,101719368
gene31627,106008124
gene31628,101719725
gene31629,106008131
gene31630,101707830
gene31631,110346686
gene31632,110346687
gene31633,101720549
gene31634,106008130
gene31635,101720077
gene31636,110346694
gene31637,110346685
gene31638,110346677
gene31639,101708198
gene31640,110346676
gene31641,101722197
gene31642,101722547
gene31643,101722778
gene31644,101723355
gene31645,101723711
gene31646,101708538
gene31647,110346679
gene31648,110346678
gene31649,101725273
gene31650,101726634
gene31651,110346671
gene31652,110346672
gene31653,101696501
gene31654,101697109
gene31655,101699106
gene31656,101698482
gene31657,106008132
gene31658,101699454
gene31659,106008133
gene31660,110346684
gene31661,101700052
gene31662,110346675
gene31663,106008125
gene31664,110346693
gene31665,110346691
gene31666,101700290
gene31667,101708895
gene31668,101700548
gene31669,106008126
gene31670,101701966
gene31671,101700911
gene31672,110346692
gene31673,101702314
gene31674,110346682
gene31675,101703596
gene31676,110346680
gene31677,101703975
gene31678,101709264
gene31679,101704343
gene31680,101704684
gene31681,101709617
gene31682,106008127
gene31683,101714598
gene31684,106008139
gene31685,101724661
gene31686,101709961
gene31687,101711536
gene31688,101711172
gene31689,101710330
gene31690,110346698
gene31691,101712373
gene31692,106008134
gene31693,106008135
gene31694,106008136
gene31695,101712732
gene31696,101713465
gene31697,110346696
gene31698,101713821
gene31699,101714168
gene31700,101714740
gene31701,101715093
gene31702,101715454
gene31703,101725797
gene31704,106008137
gene31705,106008138
gene31706,101726153
gene31707,101716257
gene31708,101716612
gene31709,101717191
gene31710,101717763
gene31711,110346697
gene31712,101718563
gene31713,101719599
gene31714,110346699
gene31715,101719954
gene31716,101696379
gene31717,101720888
gene31718,101720550
gene31719,101696737
gene31720,101722070
gene31721,101722428
gene31722,110346701
gene31723,110346700
gene31724,101697111
gene31725,101723235
gene31726,101697480
gene31727,101723592
gene31728,110346702
gene31729,110346695
gene31730,110346703
gene31731,101698616
gene31732,101698983
gene31733,101708427
gene31734,106008158
gene31735,106008142
gene31736,101708772
gene31737,101709154
gene31738,101710205
gene31739,101710565
gene31740,101710931
gene31741,101711302
gene31742,101711666
gene31743,101712032
gene31744,106008159
gene31745,101712374
gene31746,101712733
gene31747,101699342
gene31748,101713110
gene31749,101699704
gene31750,101713467
gene31751,101713823
gene31752,106008143
gene31753,101714170
gene31754,101714507
gene31755,101714859
gene31756,101700053
gene31757,101700652
gene31758,110346723
gene31759,101715219
gene31760,110346708
gene31761,101702413
gene31762,110346710
gene31763,101702651
gene31764,101715919
gene31765,101703025
gene31766,101716258
gene31767,110346713
gene31768,101716613
gene31769,110346726
gene31770,110346725
gene31771,110346724
gene31772,101703835
gene31773,101704686
gene31774,101705030
gene31775,101705394
gene31776,106008144
gene31777,101706996
gene31778,101716958
gene31779,101707355
gene31780,101717301
gene31781,101717649
gene31782,110346730
gene31783,110346732
gene31784,110346735
gene31785,110346731
gene31786,110346733
gene31787,110346734
gene31788,101707714
gene31789,101717992
gene31790,101718328
gene31791,101718683
gene31792,101719022
gene31793,101708083
gene31794,101719727
gene31795,101720079
gene31796,101708426
gene31797,101720422
gene31798,101720777
gene31799,101721123
gene31800,101708771
gene31801,101709153
gene31802,110346706
gene31803,101709738
gene31804,110346705
gene31805,110346707
gene31806,101721482
gene31807,110346728
gene31808,101711041
gene31809,101711412
gene31810,101721838
gene31811,101722198
gene31812,101712854
gene31813,101712497
gene31814,101713466
gene31815,101722887
gene31816,101723236
gene31817,110346712
gene31818,110346722
gene31819,101713822
gene31820,101714742
gene31821,101714169
gene31822,101723594
gene31823,101715095
gene31824,101715455
gene31825,101723958
gene31826,101724317
gene31827,101724663
gene31828,101725033
gene31829,101725409
gene31830,101716151
gene31831,101725798
gene31832,101726154
gene31833,101726518
gene31834,101696380
gene31835,101696738
gene31836,101697113
gene31837,101697481
gene31838,110346714
gene31839,101698235
gene31840,101698618
gene31841,101698985
gene31842,101699344
gene31843,101699705
gene31844,101700054
gene31845,101700413
gene31846,101700776
gene31847,101701131
gene31848,101701842
gene31849,101702195
gene31850,101702894
gene31851,101703253
gene31852,101703598
gene31853,101703976
gene31854,101704344
gene31855,101704687
gene31856,101705031
gene31857,101716499
gene31858,101705395
gene31859,101705776
gene31860,101706131
gene31861,101706486
gene31862,101706851
gene31863,101707215
gene31864,101716845
gene31865,101717193
gene31866,110346720
gene31867,101717541
gene31868,101707585
gene31869,110346721
gene31870,101717872
gene31871,110346704
gene31872,101707949
gene31873,101721250
gene31874,101720889
gene31875,101720299
gene31876,101721837
gene31877,101723593
gene31878,101723956
gene31879,101724315
gene31880,101724898
gene31881,101725275
gene31882,101708309
gene31883,101726401
gene31884,106008163
gene31885,101696626
gene31886,101726770
gene31887,101708655
gene31888,101709018
gene31889,101696992
gene31890,101698099
gene31891,101698984
gene31892,101699343
gene31893,110346727
gene31894,101709382
gene31895,101709739
gene31896,101710086
gene31897,101710445
gene31898,101710812
gene31899,101711174
gene31900,101711538
gene31901,101711909
gene31902,101712262
gene31903,101712611
gene31904,101699817
gene31905,101712974
gene31906,101713345
gene31907,101713700
gene31908,101714051
gene31909,101714392
gene31910,101700173
gene31911,101714743
gene31912,101715097
gene31913,101715456
gene31914,101715810
gene31915,101700549
gene31916,101716152
gene31917,101716500
gene31918,101700912
gene31919,101716846
gene31920,101701266
gene31921,101717194
gene31922,101717542
gene31923,101717873
gene31924,101718215
gene31925,101718565
gene31926,101718908
gene31927,101719246
gene31928,101719601
gene31929,101719956
gene31930,101720301
gene31931,101701629
gene31932,101701967
gene31933,101720664
gene31934,101702315
gene31935,101702652
gene31936,101703026
gene31937,101721362
gene31938,101703367
gene31939,101721716
gene31940,101722073
gene31941,101722430
gene31942,101703732
gene31943,101722780
gene31944,101723119
gene31945,101723467
gene31946,101723824
gene31947,101724194
gene31948,101724549
gene31949,101704101
gene31950,101704453
gene31951,101724900
gene31952,101704812
gene31953,101725276
gene31954,101705161
gene31955,101725665
gene31956,101726030
gene31957,101705533
gene31958,106008145
gene31959,101705906
gene31960,101726402
gene31961,101726772
gene31962,101696627
gene31963,101696993
gene31964,101697363
gene31965,101697736
gene31966,106008140
gene31967,101698485
gene31968,101698858
gene31969,101699214
gene31970,101699568
gene31971,101699934
gene31972,101700291
gene31973,101700654
gene31974,101701007
gene31975,101701723
gene31976,101706254
gene31977,106008146
gene31978,106008147
gene31979,110346717
gene31980,106008148
gene31981,106008149
gene31982,101706630
gene31983,106008162
gene31984,106008150
gene31985,101702415
gene31986,106008157
gene31987,106008160
gene31988,101703139
gene31989,101703838
gene31990,110346719
gene31991,101704555
gene31992,101705286
gene31993,101706024
gene31994,101706371
gene31995,101706997
gene31996,106008151
gene31997,101706748
gene31998,101707356
gene31999,101707107
gene32000,101707474
gene32001,101707833
gene32002,106008152
gene32003,101708201
gene32004,101708540
gene32005,101708896
gene32006,101709265
gene32007,101709619
gene32008,101709962
gene32009,101710689
gene32010,106008153
gene32011,106008154
gene32012,101711415
gene32013,106008161
gene32014,106008155
gene32015,101707715
gene32016,101711792
gene32017,101708084
gene32018,101712160
gene32019,101703254
gene32020,101714861
gene32021,101715221
gene32022,106008165
gene32023,101715577
gene32024,106008166
gene32025,101716379
gene32026,101703599
gene32027,101716730
gene32028,101717650
gene32029,110346744
gene32030,101703977
gene32031,101704345
gene32032,101717994
gene32033,110346741
gene32034,110346743
gene32035,110346737
gene32036,101718329
gene32037,101718684
gene32038,101719024
gene32039,101704688
gene32040,101719247
gene32041,106008167
gene32042,101705032
gene32043,101719602
gene32044,101705397
gene32045,110346740
gene32046,101719957
gene32047,101720302
gene32048,101720665
gene32049,101705778
gene32050,101721002
gene32051,110346738
gene32052,101721252
gene32053,110346742
gene32054,106008168
gene32055,101721483
gene32056,101706133
gene32057,101706488
gene32058,101722781
gene32059,101724195
gene32060,101723825
gene32061,110346745
gene32062,101724780
gene32063,101725155
gene32064,101725666
gene32065,101726031
gene32066,101698236
gene32067,101726403
gene32068,101698619
gene32069,101699456
gene32070,101699820
gene32071,101700655
gene32072,110346736
gene32073,110346739
gene32074,101701008
gene32075,101701372
gene32076,101701724
gene32077,101707217
gene32078,101707586
gene32079,101707950
gene32080,106008175
gene32081,110346750
gene32082,106008173
gene32083,101708541
gene32084,110346760
gene32085,101710813
gene32086,101710446
gene32087,110346746
gene32088,101711539
gene32089,106008169
gene32090,101711175
gene32091,106008170
gene32092,101711910
gene32093,101697116
gene32094,101713470
gene32095,101714173
gene32096,110346753
gene32097,101714510
gene32098,101714863
gene32099,101715098
gene32100,110346758
gene32101,101697484
gene32102,101715922
gene32103,101697860
gene32104,101716260
gene32105,101698237
gene32106,101698620
gene32107,110346759
gene32108,101716960
gene32109,101698986
gene32110,101699346
gene32111,101699707
gene32112,101717303
gene32113,101717652
gene32114,110346747
gene32115,101718216
gene32116,101700055
gene32117,101718799
gene32118,101719492
gene32119,101719137
gene32120,101722782
gene32121,101722432
gene32122,101723713
gene32123,106008174
gene32124,101725034
gene32125,110346752
gene32126,101723357
gene32127,101725667
gene32128,101726265
gene32129,110346755
gene32130,110346756
gene32131,101726637
gene32132,101696504
gene32133,101711305
gene32134,101700414
gene32135,101711669
gene32136,101700778
gene32137,101712036
gene32138,101701133
gene32139,101712379
gene32140,101701496
gene32141,101701843
gene32142,110346767
gene32143,101702196
gene32144,101713114
gene32145,101702544
gene32146,101702896
gene32147,110346763
gene32148,101713472
gene32149,101703600
gene32150,101703978
gene32151,106008176
gene32152,101704208
gene32153,101704557
gene32154,101704916
gene32155,101705287
gene32156,101705656
gene32157,101706025
gene32158,101706373
gene32159,110346768
gene32160,101713827
gene32161,106008179
gene32162,101714174
gene32163,101706749
gene32164,101707108
gene32165,101714511
gene32166,101707475
gene32167,101707834
gene32168,101708202
gene32169,101715223
gene32170,101708542
gene32171,106008178
gene32172,101715579
gene32173,101708897
gene32174,101709266
gene32175,101715923
gene32176,101710088
gene32177,101710935
gene32178,106008186
gene32179,101725410
gene32180,106008182
gene32181,106008183
gene32182,101726156
gene32183,106008184
gene32184,101726519
gene32185,101716261
gene32186,101716616
gene32187,101716961
gene32188,110346775
gene32189,101717304
gene32190,101717875
gene32191,101719138
gene32192,110346795
gene32193,106008188
gene32194,110346794
gene32195,101719494
gene32196,101720081
gene32197,101696381
gene32198,110346770
gene32199,101720425
gene32200,101720779
gene32201,101697117
gene32202,101697486
gene32203,101697861
gene32204,110346773
gene32205,110346782
gene32206,101698621
gene32207,101721363
gene32208,101721718
gene32209,101698987
gene32210,101722075
gene32211,101699347
gene32212,110346788
gene32213,110346784
gene32214,101722433
gene32215,101699708
gene32216,101722783
gene32217,106008185
gene32218,110346780
gene32219,101723596
gene32220,101724197
gene32221,110343836
gene32222,101725668
gene32223,101726032
gene32224,101726404
gene32225,101700056
gene32226,101698360
gene32227,101697982
gene32228,101697613
gene32229,101697245
gene32230,101696869
gene32231,101696505
gene32232,106008180
gene32233,101698739
gene32234,101699108
gene32235,101700176
gene32236,101699821
gene32237,106008181
gene32238,101700779
gene32239,101699457
gene32240,110346779
gene32241,101701497
gene32242,110346778
gene32243,101704917
gene32244,101705288
gene32245,101705537
gene32246,101701499
gene32247,101705910
gene32248,101707717
gene32249,101701846
gene32250,101702197
gene32251,101709513
gene32252,101709853
gene32253,101710211
gene32254,110346781
gene32255,101710570
gene32256,101702545
gene32257,101702897
gene32258,101703255
gene32259,101710937
gene32260,101711306
gene32261,101703603
gene32262,110346785
gene32263,101711670
gene32264,110343843
gene32265,110346786
gene32266,101712037
gene32267,110346789
gene32268,101715100
gene32269,101714175
gene32270,106008187
gene32271,101713589
gene32272,101712976
gene32273,101712380
gene32274,110346790
gene32275,101716731
gene32276,101719375
gene32277,101720427
gene32278,101719027
gene32279,101718447
gene32280,101717429
gene32281,110346792
gene32282,110346791
gene32283,101720780
gene32284,101722784
gene32285,101722434
gene32286,101722076
gene32287,101723597
gene32288,110346787
gene32289,101724318
gene32290,101723960
gene32291,101704346
gene32292,101704690
gene32293,101698102
gene32294,101704919
gene32295,101705290
gene32296,101698489
gene32297,101705911
gene32298,101706258
gene32299,110346804
gene32300,101698861
gene32301,101699216
gene32302,101706635
gene32303,101707001
gene32304,101707718
gene32305,110346799
gene32306,101707359
gene32307,106008189
gene32308,101708544
gene32309,101699570
gene32310,101708898
gene32311,101709267
gene32312,110346807
gene32313,101709620
gene32314,101709963
gene32315,101710814
gene32316,110346798
gene32317,110346797
gene32318,101711176
gene32319,101711540
gene32320,101712263
gene32321,101714053
gene32322,101711911
gene32323,101714394
gene32324,106008190
gene32325,101701009
gene32326,101701373
gene32327,101714983
gene32328,101715358
gene32329,106008191
gene32330,101701726
gene32331,101716263
gene32332,110346805
gene32333,101716847
gene32334,101717430
gene32335,106008197
gene32336,101719731
gene32337,106008192
gene32338,106008193
gene32339,101719377
gene32340,101719139
gene32341,101722315
gene32342,101721956
gene32343,106008196
gene32344,101720782
gene32345,110346809
gene32346,101723121
gene32347,101702759
gene32348,101723962
gene32349,101724666
gene32350,101724320
gene32351,101725038
gene32352,101703140
gene32353,101725669
gene32354,110346800
gene32355,106008195
gene32356,101726773
gene32357,106008194
gene32358,110346811
gene32359,101704212
gene32360,101696994
gene32361,110346802
gene32362,101696628
gene32363,110346801
gene32364,101697364
gene32365,101704560
gene32366,101704920
gene32367,101697737
gene32368,110346828
gene32369,101697615
gene32370,101705291
gene32371,101705657
gene32372,101707835
gene32373,101706751
gene32374,101697984
gene32375,110346827
gene32376,101708899
gene32377,101709268
gene32378,110346830
gene32379,101710090
gene32380,101710448
gene32381,101711541
gene32382,101698741
gene32383,101699110
gene32384,101699459
gene32385,110346823
gene32386,101712039
gene32387,101712977
gene32388,106008205
gene32389,110346825
gene32390,110346824
gene32391,110346826
gene32392,110346817
gene32393,101714054
gene32394,101699823
gene32395,110346832
gene32396,101714630
gene32397,101714984
gene32398,106008204
gene32399,101700555
gene32400,101715359
gene32401,101716044
gene32402,101715711
gene32403,101716619
gene32404,101700917
gene32405,106008199
gene32406,110346815
gene32407,101716964
gene32408,101718218
gene32409,110346813
gene32410,106008200
gene32411,110346814
gene32412,101719378
gene32413,110346819
gene32414,101719732
gene32415,101719958
gene32416,101720783
gene32417,101721364
gene32418,101722436
gene32419,101722786
gene32420,101723359
gene32421,101723715
gene32422,110346820
gene32423,110346818
gene32424,101702319
gene32425,101724076
gene32426,101724434
gene32427,101702654
gene32428,101703028
gene32429,101703370
gene32430,110346812
gene32431,110346829
gene32432,101703735
gene32433,101725670
gene32434,101704105
gene32435,101704458
gene32436,110346816
gene32437,101726266
gene32438,101696506
gene32439,101696870
gene32440,101705167
gene32441,106008201
gene32442,101697246
gene32443,106008202
gene32444,106008203
gene32445,106008214
gene32446,101713237
gene32447,101706026
gene32448,101706375
gene32449,101713947
gene32450,101713592
gene32451,101706753
gene32452,101707361
gene32453,110346843
gene32454,101708205
gene32455,101710690
gene32456,101711043
gene32457,101711673
gene32458,101712041
gene32459,101713117
gene32460,110346854
gene32461,110346852
gene32462,110346853
gene32463,101714985
gene32464,110346860
gene32465,101715360
gene32466,101715712
gene32467,101714867
gene32468,110346842
gene32469,101717082
gene32470,101716732
gene32471,101716384
gene32472,101717997
gene32473,106008206
gene32474,101718333
gene32475,101718687
gene32476,101719029
gene32477,101719379
gene32478,110346862
gene32479,110346863
gene32480,101719959
gene32481,101720552
gene32482,101721126
gene32483,101721487
gene32484,101722316
gene32485,101724077
gene32486,101725413
gene32487,110346857
gene32488,110346848
gene32489,101725802
gene32490,101716385
gene32491,110346858
gene32492,101726158
gene32493,101726520
gene32494,101716733
gene32495,101696384
gene32496,110346861
gene32497,101696742
gene32498,101698490
gene32499,110346837
gene32500,110346838
gene32501,110346836
gene32502,101697365
gene32503,106008207
gene32504,106008208
gene32505,106008209
gene32506,106008210
gene32507,101698863
gene32508,106008211
gene32509,101718112
gene32510,101699217
gene32511,106008212
gene32512,110346850
gene32513,110346865
gene32514,101718448
gene32515,101699571
gene32516,101718802
gene32517,101699824
gene32518,101719141
gene32519,110346859
gene32520,101700918
gene32521,101701847
gene32522,101701500
gene32523,101702899
gene32524,101703488
gene32525,101704213
gene32526,106008216
gene32527,101703841
gene32528,110346864
gene32529,110346851
gene32530,106008218
gene32531,101704561
gene32532,101705168
gene32533,101706028
gene32534,106008213
gene32535,101719495
gene32536,101707362
gene32537,101708431
gene32538,101709854
gene32539,101709515
gene32540,110346844
gene32541,101710449
gene32542,110346845
gene32543,110346847
gene32544,101711309
gene32545,106008217
gene32546,101720187
gene32547,101712612
gene32548,101720553
gene32549,101697863
gene32550,101698241
gene32551,101721127
gene32552,101721488
gene32553,101722891
gene32554,101721841
gene32555,101698988
gene32556,101699348
gene32557,101699711
gene32558,101723240
gene32559,101723829
gene32560,101724435
gene32561,101724783
gene32562,101725912
gene32563,101696995
gene32564,101700059
gene32565,101700416
gene32566,106008221
gene32567,101697366
gene32568,101698240
gene32569,101698491
gene32570,101698864
gene32571,101699710
gene32572,101700057
gene32573,101700780
gene32574,101701135
gene32575,101702321
gene32576,101702900
gene32577,106008220
gene32578,101703256
gene32579,110346875
gene32580,101703604
gene32581,101705398
gene32582,110346872
gene32583,101708310
gene32584,101707002
gene32585,101708900
gene32586,101709269
gene32587,101701502
gene32588,101709855
gene32589,101711674
gene32590,106008224
gene32591,110346867
gene32592,101712980
gene32593,101712614
gene32594,101712264
gene32595,101702199
gene32596,101702548
gene32597,106008219
gene32598,101714514
gene32599,101703257
gene32600,101714868
gene32601,110346870
gene32602,101703605
gene32603,101715582
gene32604,101715226
gene32605,110346874
gene32606,101717999
gene32607,106007623
gene32608,101719249
gene32609,101720303
gene32610,101703982
gene32611,101721128
gene32612,101704348
gene32613,101721489
gene32614,106008226
gene32615,106008225
gene32616,101722078
gene32617,101722437
gene32618,110346869
gene32619,101723004
gene32620,101723831
gene32621,110346868
gene32622,101724078
gene32623,101704692
gene32624,101724668
gene32625,101725040
gene32626,101705034
gene32627,101725913
gene32628,101705399
gene32629,110346873
gene32630,101726269
gene32631,101726639
gene32632,110346866
gene32633,101696507
gene32634,101705781
gene32635,101706135
gene32636,110346871
gene32637,101697488
gene32638,101707839
gene32639,101708209
gene32640,110346876
gene32641,101708901
gene32642,101709621
gene32643,106007555
gene32644,101706854
gene32645,101710333
gene32646,101707219
gene32647,101710693
gene32648,101711045
gene32649,101711417
gene32650,101711795
gene32651,101715927
gene32652,101716265
gene32653,101716620
gene32654,101712161
gene32655,101712501
gene32656,101716966
gene32657,101717308
gene32658,110346877
gene32659,101717656
gene32660,101718000
gene32661,101718335
gene32662,101712857
gene32663,101713238
gene32664,101715227
gene32665,106008229
gene32666,106008228
gene32667,101715583
gene32668,110346887
gene32669,101718688
gene32670,101722079
gene32671,101722438
gene32672,110346886
gene32673,101722787
gene32674,101719030
gene32675,101719734
gene32676,110346883
gene32677,101720083
gene32678,101720668
gene32679,106008239
gene32680,110346888
gene32681,101723124
gene32682,101723474
gene32683,110346878
gene32684,101723834
gene32685,101721253
gene32686,101721490
gene32687,101721842
gene32688,101722202
gene32689,101722555
gene32690,101724437
gene32691,101725041
gene32692,101725415
gene32693,110346882
gene32694,101726270
gene32695,101696386
gene32696,101697618
gene32697,110346881
gene32698,101724200
gene32699,101697988
gene32700,101724551
gene32701,101698865
gene32702,101699218
gene32703,110346897
gene32704,106008237
gene32705,110346885
gene32706,110346894
gene32707,101725281
gene32708,110346884
gene32709,101725671
gene32710,101699572
gene32711,101701011
gene32712,101699936
gene32713,101704106
gene32714,101703489
gene32715,101706378
gene32716,101706755
gene32717,101707840
gene32718,101726033
gene32719,101708210
gene32720,101726405
gene32721,106008235
gene32722,101708547
gene32723,101709272
gene32724,110346892
gene32725,101710334
gene32726,101710694
gene32727,101711418
gene32728,101711046
gene32729,110346893
gene32730,101711796
gene32731,101726775
gene32732,101712384
gene32733,110346891
gene32734,101712740
gene32735,101713119
gene32736,101713702
gene32737,106007543
gene32738,101696630
gene32739,101714634
gene32740,106008232
gene32741,110346896
gene32742,101715228
gene32743,101716047
gene32744,101716386
gene32745,106008230
gene32746,101719382
gene32747,101719031
gene32748,101718689
gene32749,106008238
gene32750,101718113
gene32751,101717545
gene32752,101716967
gene32753,110346880
gene32754,101696997
gene32755,110346879
gene32756,110346898
gene32757,110346889
gene32758,110346895
gene32759,101720188
gene32760,101697367
gene32761,101720555
gene32762,106008240
gene32763,101720893
gene32764,101721491
gene32765,106008234
gene32766,101703029
gene32767,101703372
gene32768,101697989
gene32769,101703736
gene32770,101704459
gene32771,101704818
gene32772,101705169
gene32773,101705540
gene32774,101698366
gene32775,110346899
gene32776,101706260
gene32777,110346906
gene32778,101706637
gene32779,101707004
gene32780,101707363
gene32781,101707719
gene32782,106008241
gene32783,106008242
gene32784,106008243
gene32785,106008272
gene32786,101708087
gene32787,101698743
gene32788,106008244
gene32789,101708432
gene32790,106008245
gene32791,110346901
gene32792,110346902
gene32793,110346903
gene32794,110346904
gene32795,101708780
gene32796,101709163
gene32797,101709517
gene32798,101709857
gene32799,101710214
gene32800,101710573
gene32801,106008247
gene32802,101712043
gene32803,106007502
gene32804,106008248
gene32805,106008249
gene32806,101712741
gene32807,101713120
gene32808,106008276
gene32809,110346910
gene32810,106008251
gene32811,101699460
gene32812,101714177
gene32813,106008252
gene32814,101714515
gene32815,110346911
gene32816,101715229
gene32817,106008270
gene32818,101715928
gene32819,101716621
gene32820,110346912
gene32821,101716968
gene32822,101717309
gene32823,106008254
gene32824,101718002
gene32825,106008255
gene32826,101718691
gene32827,101719032
gene32828,101719383
gene32829,101720084
gene32830,106008258
gene32831,101720429
gene32832,101720784
gene32833,110346913
gene32834,101699825
gene32835,101721844
gene32836,110346914
gene32837,101723600
gene32838,101700179
gene32839,101723963
gene32840,101724321
